lat,lon,zone
32.155145,34.847382,דרום
32.186842,34.80858,מחוץ לתחום
32.170032,34.834787,צפון
32.172254,34.857728,מזרח
32.177811,34.834693,צפון
32.16558,34.845796,מרכז
32.81026,34.994132,מחוץ לתחום
32.169388,34.847844,מרכז
32.177496,34.818966,צפון
32.186691,34.814215,מחוץ לתחום
32.165213,34.806525,מערב
32.171235,34.839619,צפון
32.166956,34.804054,מערב
32.163013,34.828403,מרכז
32.164951,34.812046,מערב
32.169023,34.846639,מרכז
32.169474,34.83757,מרכז
32.161597,34.807131,מערב
32.164223,34.848537,מרכז
32.171172,34.838683,צפון
32.156858,34.821009,הרצליה ב
32.17717,34.816918,צפון
32.809939,34.994562,מחוץ לתחום
32.169857,34.863196,מזרח
32.179199,34.814219,מערב
32.158537,34.817741,הרצליה ב
32.168934,34.837554,מרכז
32.173127,34.846032,צפון
32.179315,34.818871,צפון
32.167236,34.83699,מרכז
32.163192,34.80822,מערב
32.15591,34.842136,דרום
32.169163,34.841246,מרכז
32.175571,34.841245,צפון
32.165375,34.838367,מרכז
32.166014,34.83632,מרכז
32.16635,34.835825,מרכז
32.168278,34.837255,מרכז
32.170595,34.839508,צפון
32.16437,34.838276,מרכז
32.162778,34.834227,מרכז
32.169879,34.840242,מרכז
32.160824,34.821366,מרכז
32.1667,34.809907,מערב
32.162941000000004,34.808002,מערב
32.168531,34.839902,מרכז
32.179281,34.820094,צפון
32.166465,34.839562,מרכז
32.175915,34.849024,צפון
32.162245,34.815021,מרכז
32.15841,34.851086,דרום
32.169776,34.846685,מרכז
32.170048,34.843984,צפון
32.165403,34.841221,מרכז
32.171511,34.843091,צפון
32.167701,34.836577,מרכז
32.176006,34.851357,צפון
32.183045,34.812051,מערב
32.16105,34.842891,מרכז
32.176441,34.8425,צפון
32.166697,34.836299,מרכז
32.17108,34.812179,מערב
32.166914,34.8447,מרכז
32.174469,34.832738,צפון
32.161957,34.833006,מרכז
32.165149,34.824077,מרכז
32.16615,34.841357,מרכז
32.164981,34.854661,מזרח
32.167614,34.846764,מרכז
32.176084,34.850454,צפון
32.167976,34.839213,מרכז
32.172591,34.801579,מערב
32.162162,34.845879,מרכז
32.162048,34.845388,מרכז
32.167335,34.832853,מרכז
32.171852,34.840977,צפון
32.158257,34.817062,הרצליה ב
32.168976,34.842025,מרכז
32.161651,34.831593,מרכז
32.169323,34.84236,מרכז
32.174099,34.83229,צפון
32.17347,34.841911,צפון
32.166793,34.829324,מרכז
32.16615,34.84251,מרכז
32.173758,34.837288,צפון
32.152685,34.847374,דרום
32.166699,34.799971,מערב
32.178801,34.815179,צפון
32.161596,34.81852,מרכז
32.17315,34.85192,צפון
32.165824,34.854598,מזרח
32.170238,34.842641,צפון
32.154617,34.848117,דרום
32.166878,34.810455,מערב
32.165542,34.805379,מערב
32.170417,34.838132,צפון
32.175313,34.837692,צפון
32.164298,34.835217,מרכז
32.161341,34.810582,מערב
32.166927,34.836395,מרכז
32.166111,34.816934,מרכז
32.165352,34.852219,מזרח
32.171949,34.835977,צפון
32.171668,34.835811,צפון
32.165208,34.844231,מרכז
32.169589,34.81281,מערב
32.166944,34.844492,מרכז
32.153573,34.84776,דרום
32.17123,34.845525,צפון
32.166579,34.807874,מערב
32.16488,34.812514,מערב
32.166545,34.830628,מרכז
32.175227,34.843206,צפון
32.160557,34.850698,מרכז
32.166956,34.848556,מרכז
32.157511,34.848938,דרום
32.155269,34.843939,דרום
32.162827,34.828285,מרכז
32.151384,34.84272,דרום
32.164089,34.847157,מרכז
32.164479,34.835892,מרכז
32.172927,34.832079,צפון
32.170444,34.842913,צפון
32.175781,34.842707,צפון
32.17577,34.850913,צפון
32.158454,34.822651,הרצליה ב
32.164914,34.841198,מרכז
32.165457,34.846936,מרכז
32.168379,34.839646,מרכז
32.171492,34.810704,מערב
32.170246,34.80358,מערב
32.165585,34.815309,מרכז
32.176009,34.851256,צפון
32.15107,34.847113,דרום
32.168095,34.837213,מרכז
32.167616,34.850344,מרכז
32.15537,34.836709,דרום
32.17065,34.844473,צפון
32.169463,34.844428,מרכז
32.175401,34.84705,צפון
32.809565,34.994503,מחוץ לתחום
32.163486,34.829667,מרכז
32.166173,34.848405,מרכז
32.169745,34.84262,מרכז
32.170235,34.842838,צפון
32.169628,34.841086,מרכז
32.163678,34.840192,מרכז
32.172726,34.833008,צפון
32.170716,34.841629,צפון
32.1536,34.849691,דרום
32.167889,34.843374,מרכז
32.174477,34.841001,צפון
32.166984,34.844041,מרכז
32.17089,34.834104,צפון
32.17096,34.844253,צפון
32.175483,34.815307,צפון
32.15324,34.81675,הרצליה ב
32.161823,34.826833,מרכז
32.166034,34.808334,מערב
32.161046,34.810405,מערב
32.164887,34.835139,מרכז
32.171462,34.844454,צפון
32.172104,34.809792,מערב
32.160935,34.818036,מרכז
32.162303,34.831416,מרכז
32.163067,34.843008,מרכז
32.167976,34.809145,מערב
32.167901,34.85193,מרכז
32.171017,34.844615,צפון
32.166257,34.83554,מרכז
32.158065,34.821974,הרצליה ב
32.169131,34.841861,מרכז
32.155874,34.806588,מערב
32.170515,34.840502,צפון
32.172932,34.843972,צפון
32.166112,34.862943,מזרח
32.166586,34.807543,מערב
32.168963,34.833675,מרכז
32.170888,34.839093,צפון
32.166443,34.835979,מרכז
32.183452,34.808265,מערב
32.17543,34.846216,צפון
32.173459,34.848319,צפון
32.164058,34.848643,מרכז
32.16166,34.810011,מערב
32.16731,34.823887,מרכז
32.174638,34.841762,צפון
32.175847,34.85414,מזרח
32.158908,34.822683,הרצליה ב
32.164563,34.819372,מרכז
32.156758,34.821671,הרצליה ב
32.165903,34.848377,מרכז
32.170639,34.835342,צפון
32.171625,34.845066,צפון
32.165408,34.805973,מערב
32.168681,34.843178,מרכז
32.166282,34.838828,מרכז
32.168206,34.840767,מרכז
32.16478,34.839381,מרכז
32.167369,34.846995,מרכז
32.166773,34.845824,מרכז
32.164096,34.84552,מרכז
32.168199,34.859879,מזרח
32.163128,34.834683,מרכז
32.162033,34.806387,מערב
32.165393,34.841,מרכז
32.162413,34.809509,מערב
32.184722,34.807003,מערב
32.168407,34.84674,מרכז
32.172295,34.852831,מזרח
32.171103,34.842423,צפון
32.176763,34.852061,מזרח
32.160871,34.842466,מרכז
32.164451,34.84179,מרכז
32.165105,34.842082,מרכז
32.166753,34.830251,מרכז
32.165836,34.842047,מרכז
32.178413,34.812505,מערב
32.166569,34.836128,מרכז
32.165842,34.840804,מרכז
32.164804,34.847956,מרכז
32.168203,34.837008,מרכז
32.161282,34.82818,מרכז
32.168493,34.83545,מרכז
32.168657,34.84649,מרכז
32.168963,34.840977,מרכז
32.154852,34.848754,דרום
32.1687,34.83337,מרכז
32.17064,34.861186,מזרח
32.157274,34.822221,הרצליה ב
32.170412,34.816482,צפון
32.173649,34.838715,צפון
32.174928,34.840459,צפון
32.165596,34.838114,מרכז
32.173638,34.843162,צפון
32.156647,34.835616,דרום
32.155495,34.841115,דרום
32.162787,34.845455,מרכז
32.168504,34.837599,מרכז
32.179846,34.813658,מערב
32.168592,34.841154,מרכז
32.166372,34.840626,מרכז
32.165808,34.838447,מרכז
32.16502,34.841914,מרכז
32.169468,34.838656,מרכז
32.170194,34.832922,צפון
32.173425,34.838195,צפון
32.168735,34.860242,מזרח
32.175848,34.849961,צפון
32.160893,34.827835,מרכז
32.168813,34.837315,מרכז
32.18837,34.808396,מחוץ לתחום
32.168367,34.862084,מזרח
32.172822,34.818602,צפון
32.161026,34.824423,מרכז
32.166791,34.837353,מרכז
32.173564,34.848936,צפון
32.173142,34.852156,מזרח
32.167963,34.857591,מזרח
32.169009,34.84477,מרכז
32.169902,34.844425,מרכז
32.162741,34.834471,מרכז
32.165486,34.838256,מרכז
32.170636,34.815702,צפון
32.163057,34.843211,מרכז
32.163188,34.843565,מרכז
32.164079,34.847561,מרכז
32.163348,34.845484,מרכז
32.153828,34.842047,דרום
32.165644,34.846524,מרכז
32.165488,34.850677,מרכז
32.166988,34.840646,מרכז
32.162797,34.827093,מרכז
32.18343,34.836653,צפון
32.16639,34.838962,מרכז
32.164461,34.855761,מזרח
32.186695,34.808932,מחוץ לתחום
32.166997,34.838691,מרכז
32.179595,34.817013,צפון
32.17292,34.846201,צפון
32.155981,34.851374,דרום
32.171453,34.841602,צפון
32.168768,34.817037,מרכז
32.168344,34.836586,מרכז
32.164405,34.818836,מרכז
32.170673,34.84126,צפון
32.158367,34.848443,דרום
32.169776,34.846893,מרכז
32.159388,34.79537,מערב
32.16086,34.83435,מרכז
32.167327,34.845644,מרכז
32.166543,34.835241,מרכז
32.167414,34.836017,מרכז
32.155084,34.842664,דרום
32.154249,34.842653,דרום
32.16309,34.815024,מרכז
32.17098,34.841863,צפון
32.16676,34.840639,מרכז
32.173145,34.831816,צפון
32.159743,34.807005,מערב
32.169263,34.804091,מערב
32.163775,34.835268,מרכז
32.165433,34.839977,מרכז
32.175383,34.803114,מערב
32.164984,34.833825,מרכז
32.164429,34.839683,מרכז
32.169876,34.843605,מרכז
32.163522,34.835213,מרכז
32.1643,34.841405,מרכז
32.155707,34.801055,מערב
32.172542,34.842336,צפון
32.162237,34.815136,מרכז
32.166984,34.835882,מרכז
32.17468,34.813395,מערב
32.159958,34.841277,דרום
32.16661,34.843944,מרכז
32.171704,34.8028,מערב
32.161511,34.842939,מרכז
32.163005,34.840026,מרכז
32.156529,34.842157,דרום
32.177568,34.844712,צפון
32.171217,34.847937,צפון
32.170806,34.841129,צפון
32.172422,34.832933,צפון
32.161225,34.828655,מרכז
32.160427,34.845377,מרכז
32.152439,34.841477,דרום
32.167822,34.855654,מזרח
32.16759,34.837469,מרכז
32.169857,34.862781,מזרח
32.154689,34.836663,דרום
32.160916,34.8454,מרכז
32.163059,34.809558,מערב
32.158108,34.842707,דרום
32.165356,34.834145,מרכז
32.158501,34.822306,הרצליה ב
32.154274,34.836991,דרום
32.150465,34.848642,דרום
32.166331,34.812403,מערב
32.165068,34.842349,מרכז
32.169114,34.845225,מרכז
32.172608,34.844776,צפון
32.170712,34.832066,צפון
32.174572,34.838764,צפון
32.163783,34.795876,מערב
32.16611,34.828705,מרכז
32.163563,34.845815,מרכז
32.164931,34.848643,מרכז
32.16747,34.846599,מרכז
32.163742,34.839801,מרכז
32.1615,34.830765,מרכז
32.162941000000004,34.806545,מערב
32.175463,34.832489,צפון
32.15839,34.842103,דרום
32.168657,34.842407,מרכז
32.166997,34.807884,מערב
32.164708,34.841489,מרכז
32.173929,34.84728,צפון
32.169311,34.834865,מרכז
32.176388,34.848272,צפון
32.157691,34.849499,דרום
32.169704,34.861609,מזרח
32.156415,34.836345,דרום
32.160393,34.814414,מערב
32.165791,34.836733,מרכז
32.172944,34.83905,צפון
32.170337,34.840111,צפון
32.173639,34.842855,צפון
32.175445,34.839121,צפון
32.170703,34.854316,מזרח
32.178143,34.850209,צפון
32.171555,34.836638,צפון
32.165334,34.83887,מרכז
32.168071,34.84015,מרכז
32.161654,34.829736,מרכז
32.174087,34.856739,מזרח
32.162147,34.829778,מרכז
32.165536,34.836848,מרכז
32.167362,34.846762,מרכז
32.171071,34.843042,צפון
32.15338,34.84114,דרום
32.168166,34.841869,מרכז
32.175869,34.819443,צפון
32.160816,34.809821,מערב
32.175161,34.853958,מזרח
32.163073,34.8081,מערב
32.161052,34.806616,מערב
32.163752,34.846233,מרכז
32.153549,34.838974,דרום
32.165368,34.862669,מזרח
32.163325,34.842309,מרכז
32.174678,34.841326,צפון
32.164156,34.821675,מרכז
32.16184,34.841496,מרכז
32.179136,34.821014,צפון
32.166602,34.844113,מרכז
32.169102,34.806235,מערב
32.172397,34.83291,צפון
32.17225,34.84543,צפון
32.167369,34.845884,מרכז
32.171947,34.830459,צפון
32.162004,34.828853,מרכז
32.175042,34.853956,מזרח
32.184068,34.837074,צפון
32.163636,34.848912,מרכז
32.163452,34.805416,מערב
32.160627,34.842248,מרכז
32.177656,34.815314,צפון
32.168787,34.834919,מרכז
32.157342,34.841127,דרום
32.164476,34.8558,מזרח
32.16969,34.844429,מרכז
32.166159,34.841096,מרכז
32.170059,34.818171,צפון
32.161611,34.826409,מרכז
32.163426,34.845805,מרכז
32.173696,34.80682,מערב
32.166463,34.83371,מרכז
32.161222,34.832399,מרכז
32.168377,34.83438,מרכז
32.163508,34.839788,מרכז
32.165549,34.839618,מרכז
32.169919,34.842412,מרכז
32.152795,34.849525,דרום
32.154948,34.849513,דרום
32.159748,34.851381,דרום
32.167042,34.838073,מרכז
32.171277,34.841511,צפון
32.167829,34.817541,מרכז
32.173704,34.837982,צפון
32.162101,34.841652,מרכז
32.172903,34.83874,צפון
32.169955,34.839366,מרכז
32.16514,34.833608,מרכז
32.171054,34.842629,צפון
32.170871,34.843555,צפון
32.157417,34.834805,דרום
32.156146,34.838773,דרום
32.158456,34.85137,דרום
32.160866,34.841696,מרכז
32.167143,34.839724,מרכז
32.169361,34.839648,מרכז
32.158598,34.821616,הרצליה ב
32.152724,34.841065,דרום
32.165345,34.846502,מרכז
32.167279,34.851226,מרכז
32.164235,34.839875,מרכז
32.170891,34.840462,צפון
32.81001,34.994428,מחוץ לתחום
32.161033,34.817801,מרכז
32.167566,34.844268,מרכז
32.165873,34.845784,מרכז
32.165189,34.842864,מרכז
32.167367,34.842981,מרכז
32.164844,34.828434,מרכז
32.166617,34.857247,מזרח
32.156641,34.850087,דרום
32.164102,34.815941,מרכז
32.164085,34.846251,מרכז
32.17513,34.804715,מערב
32.162898,34.793734,מערב
32.156129,34.842051,דרום
32.172543,34.843967,צפון
32.156937,34.834754,דרום
32.163061,34.831588,מרכז
32.167991,34.857302,מזרח
32.175163,34.833527,צפון
32.166454,34.837218,מרכז
32.172561,34.845826,צפון
32.184308,34.80715,מערב
32.163391,34.83012,מרכז
32.178596,34.811321,מערב
32.169436,34.834662,מרכז
32.175868,34.830343,צפון
32.175659,34.818668,צפון
32.166532,34.83824,מרכז
32.181628,34.812623,מערב
32.160714,34.816358,מרכז
32.169942,34.843162,מרכז
32.165462,34.8055,מערב
32.176266,34.849103,צפון
32.159405,34.849867,דרום
32.171464,34.844279,צפון
32.172628,34.835028,צפון
32.165727,34.845791,מרכז
32.162035,34.83486,מרכז
32.159143,34.822874,הרצליה ב
32.15783,34.848131,דרום
32.170348,34.844436,צפון
32.171778,34.845049,צפון
32.161458,34.863055,מזרח
32.170291,34.80319,מערב
32.167779,34.844659,מרכז
32.169028,34.847024,מרכז
32.169416,34.841364,מרכז
32.174844,34.814576,מערב
32.169938,34.836099,מרכז
32.176185,34.84939,צפון
32.168316,34.844209,מרכז
32.17753,34.852925,מזרח
32.17269,34.843591,צפון
32.810352,34.993927,מחוץ לתחום
32.170144,34.840946,צפון
32.159434,34.822659,הרצליה ב
32.184809,34.808825,מערב
32.166813,34.843647,מרכז
32.162169,34.814612,מערב
32.165182,34.846498,מרכז
32.161539,34.796042,מערב
32.162127,34.833249,מרכז
32.165864,34.846952,מרכז
32.176901,34.84567,צפון
32.158727,34.835771,דרום
32.166828,34.838983,מרכז
32.167408,34.846319,מרכז
32.170268,34.808081,מערב
32.167126,34.838586,מרכז
32.173312,34.812157,מערב
32.154561,34.836193,דרום
32.165182,34.838999,מרכז
32.17657,34.83978,צפון
32.173545,34.820396,צפון
32.172227,34.84104,צפון
32.163339,34.83965,מרכז
32.171808,34.843538,צפון
32.176741,34.819708,צפון
32.171824,34.829672,צפון
32.170712,34.843567,צפון
32.168439,34.83691,מרכז
32.171102,34.835105,צפון
32.161479,34.829337,מרכז
32.180214,34.808347,מערב
32.169489,34.834286,מרכז
32.167379,34.844264,מרכז
32.177267,34.854528,מזרח
32.165554,34.840919,מרכז
32.167521,34.840642,מרכז
32.160361,34.857919,מזרח
32.15502,34.817083,הרצליה ב
32.168949,34.840285,מרכז
32.166595,34.845819,מרכז
32.172269,34.842761,צפון
32.17347,34.841234,צפון
32.158466,34.818922,הרצליה ב
32.15979,34.843648,דרום
32.158153,34.821469,הרצליה ב
32.170289,34.836772,צפון
32.174167,34.81465,מערב
32.166908,34.839131,מרכז
32.171981,34.832039,צפון
32.164727,34.812539,מערב
32.173518,34.841351,צפון
32.15823,34.817558,הרצליה ב
32.163556,34.811999,מערב
32.160256,34.837992,מרכז
32.166155,34.849166,מרכז
32.170399,34.831502,צפון
32.174382,34.852468,מזרח
32.162897,34.838643,מרכז
32.170221,34.84819,צפון
32.174254,34.842869,צפון
32.166531,34.840655,מרכז
32.161715,34.826026,מרכז
32.161776,34.808137,מערב
32.165658,34.848316,מרכז
32.173083,34.843974,צפון
32.161527,34.841314,מרכז
32.166661,34.82895,מרכז
32.170995,34.848014,צפון
32.176989,34.842616,צפון
32.16263,34.844885,מרכז
32.166233,34.836955,מרכז
32.169969,34.832762,מרכז
32.159326,34.821877,הרצליה ב
32.164811,34.834995,מרכז
32.168392,34.852977,מזרח
32.173901,34.834534,צפון
32.168869,34.843991,מרכז
32.168946,34.833416,מרכז
32.172703,34.842765,צפון
32.16721,34.842747,מרכז
32.164269,34.846499,מרכז
32.169017,34.846831,מרכז
32.166589,34.837555,מרכז
32.160343,34.847798,מרכז
32.171951,34.800593,מערב
32.161153,34.839984,מרכז
32.167572,34.838417,מרכז
32.170743,34.833737,צפון
32.17024,34.843266,צפון
32.16153,34.83847,מרכז
32.159055,34.818165,הרצליה ב
32.168058,34.84649,מרכז
32.169118,34.839179,מרכז
32.17059,34.84419,צפון
32.164253,34.84904,מרכז
32.167221,34.836509,מרכז
32.172113,34.814381,מערב
32.164034,34.807854,מערב
32.159454,34.850297,דרום
32.170758,34.845218,צפון
32.167357,34.837107,מרכז
32.816164,34.991072,מחוץ לתחום
32.169174,34.838634,מרכז
32.175795,34.838796,צפון
32.171064,34.842842,צפון
32.167258,34.840475,מרכז
32.171225,34.830302,צפון
32.161286,34.828979,מרכז
32.161333,34.827686,מרכז
32.16683,34.840408,מרכז
32.171342,34.813452,מערב
32.187532,34.8114,מחוץ לתחום
32.168842,34.835862,מרכז
32.161152,34.82523,מרכז
32.168939,34.847209,מרכז
32.170598,34.83693,צפון
32.159221,34.842117,דרום
32.177275,34.850667,צפון
32.164909,34.802851,מערב
32.164103,34.829898,מרכז
32.170487,34.839054,צפון
32.166126,34.838453,מרכז
32.173348,34.8423,צפון
32.164018,34.840945,מרכז
32.160572,34.842891,מרכז
32.169234,34.84081,מרכז
32.169113,34.84254,מרכז
32.166655,34.847705,מרכז
32.170577,34.840799,צפון
32.171197,34.845379,צפון
32.169021,34.847989,מרכז
32.171938,34.845134,צפון
32.162052,34.827475,מרכז
32.166446,34.845646,מרכז
32.166168,34.841733,מרכז
32.176145,34.810582,מערב
32.17303,34.837383,צפון
32.175915,34.812137,מערב
32.163243,34.814478,מערב
32.157064,34.822165,הרצליה ב
32.170839,34.841779,צפון
32.159213,34.822445,הרצליה ב
32.15904,34.84983,דרום
32.16503,34.846929,מרכז
32.16373,34.845822,מרכז
32.171401,34.84503,צפון
32.167435,34.838781,מרכז
32.162866,34.8406,מרכז
32.164239,34.834635,מרכז
32.168539,34.829924,מרכז
32.168789,34.828385,מרכז
32.166264,34.837373,מרכז
32.180227,34.816915,צפון
32.166517,34.837379,מרכז
32.160937,34.830953,מרכז
32.1698,34.839191,מרכז
32.156895,34.84266,דרום
32.151396,34.848448,דרום
32.153487,34.848614,דרום
32.158665,34.806667,מערב
32.160286,34.831407,מרכז
32.152833,34.841395,דרום
32.153827,34.841355,דרום
32.162337,34.806594,מערב
32.153105,34.842652,דרום
32.162932,34.845457,מרכז
32.168114,34.842144,מרכז
32.167097,34.841002,מרכז
32.166398,34.83677,מרכז
32.165852,34.841797,מרכז
32.1667,34.83826,מרכז
32.179344,34.820586,צפון
32.163511,34.840277,מרכז
32.167764,34.837277,מרכז
32.157858,34.82138,הרצליה ב
32.178597,34.828002,צפון
32.156667,34.84159,דרום
32.159663,34.822706,הרצליה ב
32.163916,34.798135,מערב
32.17134,34.82953,צפון
32.165784,34.846529,מרכז
32.161178,34.808875,מערב
32.170237,34.839799,צפון
32.164584,34.811471,מערב
32.169911,34.841067,מרכז
32.810179,34.993388,מחוץ לתחום
32.170613,34.843266,צפון
32.176009,34.831144,צפון
32.162093,34.847365,מרכז
32.163092,34.845809,מרכז
32.164526,34.844542,מרכז
32.153195,34.846595,דרום
32.168886,34.82486,מרכז
32.16821,34.841501,מרכז
32.167845,34.836828,מרכז
32.161717,34.847324,מרכז
32.163259,34.835158,מרכז
32.157684,34.803791,מערב
32.16222,34.845399,מרכז
32.166996,34.839301,מרכז
32.154305,34.837483,דרום
32.165581,34.829496,מרכז
32.164853,34.848456,מרכז
32.167721,34.815401,מרכז
32.163635,34.8325,מרכז
